full_acc,strain,date,variant_count,variant_label,lineage
EPI_ISL_19755869,A/americanwigeon/USA/004049-003/2025,3/2/25,1132,V3,A
EPI_ISL_19755840,A/americancrow/USA/003547-001/2025,3/2/25,1132,V3,A
EPI_ISL_19755807,A/americanwigeon/USA/003926-003/2025,3/2/25,1132,V3,A
EPI_ISL_19756164,A/chicken/USA/004982-001/2025,3/2/25,1132,V3,A
EPI_ISL_19756161,A/chicken/USA/004736-001/2025,3/2/25,1132,V3,A
EPI_ISL_19756159,A/chicken/USA/004766-001/2025,3/2/25,1132,V3,A
EPI_ISL_19756158,A/chicken/USA/004771-003/2025,3/2/25,1132,V3,A
EPI_ISL_19756144,A/chicken/USA/005187-001/2025,3/2/25,1132,V3,A
EPI_ISL_19756142,A/chicken/USA/005230-001/2025,3/2/25,1132,V3,A
EPI_ISL_19756141,A/chicken/USA/005230-002/2025,3/2/25,1132,V3,A
EPI_ISL_19756140,A/chicken/USA/005339-002/2025,3/2/25,1132,V3,A
EPI_ISL_19756139,A/chicken/USA/005339-003/2025,3/2/25,1132,V3,A
EPI_ISL_19756138,A/chicken/USA/005339-004/2025,3/2/25,1132,V3,A
EPI_ISL_19756137,A/chicken/USA/005339-005/2025,3/2/25,1132,V3,A
EPI_ISL_19756135,A/chicken/USA/005340-003/2025,3/2/25,1132,V3,A
EPI_ISL_19756071,A/ruddyduck/USA/003921-001/2025,3/2/25,1132,V3,A
EPI_ISL_19756033,A/mallard/USA/004741-058/2025,3/2/25,1132,V3,A
EPI_ISL_19756006,A/woodduck/USA/003927-016/2025,3/2/25,1132,V3,A
EPI_ISL_19755898,A/gadwall/USA/003927-002/2025,3/2/25,1132,V3,A
EPI_ISL_19755897,A/gadwall/USA/003927-003/2025,3/2/25,1132,V3,A
EPI_ISL_19755892,A/gadwall/USA/004332-005/2025,3/2/25,1132,V3,A
EPI_ISL_19755918,A/baldeagle/USA/003296-002/2025,3/2/25,1132,V3,A
EPI_ISL_19755907,A/baldeagle/USA/003299-006/2025,3/2/25,1132,V3,A
EPI_ISL_19755883,A/baldeagle/USA/004131-002/2025,3/2/25,1132,V3,A
EPI_ISL_19755855,A/baldeagle/USA/004790-001/2025,3/2/25,1132,V3,A
EPI_ISL_19755852,A/baldeagle/USA/004793-001/2025,3/2/25,1132,V3,A
EPI_ISL_19756097,A/dairycow/USA/004381-001/2025,3/2/25,1132,V3,A
EPI_ISL_19859573,A/dairycow/USA/036138-002-R2/2024,7/2/24,390,V7,B
EPI_ISL_19661102,A/dairycow/USA/038356-002/2024,7/2/24,390,V7,B
EPI_ISL_19661071,A/dairycow/USA/038625-001/2024,7/2/24,390,V7,B
EPI_ISL_19532235,A/dairycow/USA/24_030592-002/2024,7/2/24,390,V7,B
EPI_ISL_19532212,A/dairycow/USA/24_031321-001/2024,7/2/24,390,V7,B
EPI_ISL_19532168,A/dairycow/USA/24_031280-001/2024,7/2/24,390,V7,B
EPI_ISL_19532167,A/dairycow/USA/24_031280-002/2024,7/2/24,390,V7,B
EPI_ISL_19532162,A/dairycow/USA/24_031305-001/2024,7/2/24,390,V7,B
EPI_ISL_19532161,A/dairycow/USA/24_031305-003/2024,7/2/24,390,V7,B
EPI_ISL_19532158,A/dairycow/USA/24_030088-001/2024,7/2/24,390,V7,B
EPI_ISL_19532155,A/dairycow/USA/24_031311-001/2024,7/2/24,390,V7,B
EPI_ISL_19532154,A/dairycow/USA/24_031311-002/2024,7/2/24,390,V7,B
EPI_ISL_19469199,A/dairycow/USA/24_027100-003/2024,7/2/24,390,V7,B
EPI_ISL_19473390,A/dairycow/USA/24_027807-003/2024,7/2/24,390,V7,B
EPI_ISL_19736935,A/turkey/USA/033691-001/2024,7/2/24,390,V7,B
EPI_ISL_19736934,A/turkey/USA/033693-001/2024,7/2/24,390,V7,B
EPI_ISL_19473419,A/dairycow/USA/24_025996-001/2024,7/2/24,390,V7,B
EPI_ISL_19473413,A/dairycow/USA/24_025996-002/2024,7/2/24,390,V7,B
EPI_ISL_19473410,A/dairycow/USA/24_027807-001/2024,7/2/24,390,V7,B
EPI_ISL_19473409,A/dairycow/USA/24_027807-002/2024,7/2/24,390,V7,B
EPI_ISL_19473397,A/dairycow/USA/24_027651-001/2024,7/2/24,390,V7,B
EPI_ISL_19672046,A/dairycow/USA/030030-001/2024,7/2/24,390,V7,B
EPI_ISL_19672038,A/dairycow/USA/030030-002/2024,7/2/24,390,V7,B
EPI_ISL_19672096,A/dairycow/USA/030030-003/2024,7/2/24,390,V7,B
EPI_ISL_19444960,A/dairycow/USA/24_024710-002/2024,7/2/24,390,V7,B
EPI_ISL_19444955,A/dairycow/USA/24_025992-002/2024,7/2/24,390,V7,B
EPI_ISL_19444936,A/dairycow/USA/24_027096-002/2024,7/2/24,390,V7,B
EPI_ISL_19444935,A/dairycow/USA/24_027101-001/2024,7/2/24,390,V7,B
EPI_ISL_19444921,A/dairycow/USA/24_024710-004/2024,7/2/24,390,V7,B
EPI_ISL_19444918,A/dairycow/USA/24_025751-003/2024,7/2/24,390,V7,B
EPI_ISL_19444892,A/dairycow/USA/24_027092-001/2024,7/2/24,390,V7,B
EPI_ISL_19444891,A/dairycow/USA/24_027097-001/2024,7/2/24,390,V7,B
EPI_ISL_19444889,A/dairycow/USA/24_027097-003/2024,7/2/24,390,V7,B
EPI_ISL_19444888,A/dairycow/USA/24_027100-001/2024,7/2/24,390,V7,B
EPI_ISL_19444887,A/dairycow/USA/24_027100-002/2024,7/2/24,390,V7,B
EPI_ISL_19444885,A/dairycow/USA/24_027102-001/2024,7/2/24,390,V7,B
EPI_ISL_19444884,A/dairycow/USA/24_027102-002/2024,7/2/24,390,V7,B
EPI_ISL_19776884,A/westerngull/USA/035901-001-R2/2024,7/2/24,390,V7,B
EPI_ISL_19776883,A/westerngull/USA/035903-001-R2/2024,7/2/24,390,V7,B
EPI_ISL_19645088,A/dairycow/USA/037420-001/2024,7/2/24,390,V7,B
EPI_ISL_19387796,A/dairycow/USA/24_024710-001/2024,7/2/24,390,V7,B
EPI_ISL_19387795,A/dairycow/USA/24_024710-005/2024,7/2/24,390,V7,B
EPI_ISL_19387794,A/dairycow/USA/24_024710-006/2024,7/2/24,390,V7,B
EPI_ISL_19387793,A/dairycow/USA/24_024710-008/2024,7/2/24,390,V7,B
EPI_ISL_19387792,A/dairycow/USA/24_024710-009/2024,7/2/24,390,V7,B
EPI_ISL_19387790,A/dairycow/USA/24_024712-002/2024,7/2/24,390,V7,B
EPI_ISL_19652916,A/chicken/USA/035506-004/2024,7/2/24,390,V7,B
EPI_ISL_19652915,A/chicken/USA/035506-005/2024,7/2/24,390,V7,B
EPI_ISL_19652904,A/chicken/USA/035506-002/2024,7/2/24,390,V7,B
EPI_ISL_19652901,A/chicken/USA/035506-010/2024,7/2/24,390,V7,B
EPI_ISL_19652899,A/chicken/USA/035506-011/2024,7/2/24,390,V7,B
EPI_ISL_19652898,A/chicken/USA/035506-012/2024,7/2/24,390,V7,B
EPI_ISL_19652897,A/chicken/USA/035506-014/2024,7/2/24,390,V7,B
EPI_ISL_19652896,A/chicken/USA/035506-015/2024,7/2/24,390,V7,B
EPI_ISL_19652895,A/chicken/USA/035506-016/2024,7/2/24,390,V7,B
EPI_ISL_19652894,A/chicken/USA/035506-017/2024,7/2/24,390,V7,B
EPI_ISL_19652893,A/chicken/USA/035506-018/2024,7/2/24,390,V7,B
EPI_ISL_19652891,A/chicken/USA/035507-001/2024,7/2/24,390,V7,B
EPI_ISL_19652852,A/chicken/USA/035507-002/2024,7/2/24,390,V7,B
EPI_ISL_19652843,A/chicken/USA/035507-003/2024,7/2/24,390,V7,B
EPI_ISL_19652841,A/chicken/USA/035507-005/2024,7/2/24,390,V7,B
EPI_ISL_19652839,A/chicken/USA/035507-006/2024,7/2/24,390,V7,B
EPI_ISL_19652828,A/dairycow/USA/035889-001/2024,7/2/24,390,V7,B
EPI_ISL_19652820,A/dairycow/USA/035889-002/2024,7/2/24,390,V7,B
EPI_ISL_19652818,A/dairycow/USA/035889-004/2024,7/2/24,390,V7,B
EPI_ISL_19652817,A/dairycow/USA/035890-001/2024,7/2/24,390,V7,B
EPI_ISL_19652816,A/dairycow/USA/035890-002/2024,7/2/24,390,V7,B
EPI_ISL_19488014,A/dairycow/USA/24_027497-001/2024,7/2/24,390,V7,B
EPI_ISL_19689764,A/chicken/USA/035626-001/2024,7/2/24,390,V7,B
EPI_ISL_19689763,A/chicken/USA/035626-002/2024,7/2/24,390,V7,B
EPI_ISL_19689713,A/chicken/USA/035626-003/2024,7/2/24,390,V7,B
EPI_ISL_19689799,A/duck/USA/035870-002/2024,7/2/24,390,V7,B
EPI_ISL_19689743,A/duck/USA/035870-001/2024,7/2/24,390,V7,B
EPI_ISL_19689834,A/dairycow/USA/036162-002/2024,7/2/24,390,V7,B
EPI_ISL_19689809,A/dairycow/USA/036162-001/2024,7/2/24,390,V7,B
EPI_ISL_19689808,A/dairycow/USA/036162-003/2024,7/2/24,390,V7,B
EPI_ISL_19589594,A/dairycow/USA/24_033018-002/2024,7/2/24,390,V7,B
EPI_ISL_19589562,A/dairycow/USA/24_032999-001/2024,7/2/24,390,V7,B
EPI_ISL_19589561,A/dairycow/USA/24_032999-002/2024,7/2/24,390,V7,B
EPI_ISL_19589560,A/dairycow/USA/24_032999-003/2024,7/2/24,390,V7,B
EPI_ISL_19589539,A/dairycow/USA/24_033007-002/2024,7/2/24,390,V7,B
EPI_ISL_19589511,A/dairycow/USA/24_032597-003/2024,7/2/24,390,V7,B
EPI_ISL_19589510,A/dairycow/USA/24_032597-004/2024,7/2/24,390,V7,B
EPI_ISL_19589488,A/dairycow/USA/24_032306-001/2024,7/2/24,390,V7,B
EPI_ISL_19589468,A/dairycow/USA/24_032637-004/2024,7/2/24,390,V7,B
EPI_ISL_19594047,A/turkey/USA/24-033691-003/2024,7/2/24,390,V7,B
EPI_ISL_19594050,A/dairycow/USA/24_033687-004/2024,7/2/24,390,V7,B
EPI_ISL_19593769,A/dairycow/USA/24_034011-001/2024,7/2/24,390,V7,B
EPI_ISL_19593768,A/dairycow/USA/24_034011-002/2024,7/2/24,390,V7,B
EPI_ISL_19593767,A/dairycow/USA/24_034011-003/2024,7/2/24,390,V7,B
EPI_ISL_19593759,A/dairycow/USA/24_033486-002/2024,7/2/24,390,V7,B
EPI_ISL_19593722,A/dairycow/USA/24_033687-002/2024,7/2/24,390,V7,B
EPI_ISL_19593721,A/dairycow/USA/24_033687-003/2024,7/2/24,390,V7,B
EPI_ISL_19593717,A/dairycow/USA/24_033687-001/2024,7/2/24,390,V7,B
EPI_ISL_19593699,A/dairycow/USA/24_034143-002/2024,7/2/24,390,V7,B
EPI_ISL_19593690,A/dairycow/USA/24_034019-001/2024,7/2/24,390,V7,B
EPI_ISL_19593689,A/dairycow/USA/24_034019-002/2024,7/2/24,390,V7,B
EPI_ISL_19593688,A/dairycow/USA/24_034019-003/2024,7/2/24,390,V7,B
EPI_ISL_19593687,A/dairycow/USA/24_034019-004/2024,7/2/24,390,V7,B
EPI_ISL_19593948,A/dairycow/USA/24_033500-002/2024,7/2/24,390,V7,B
EPI_ISL_19593932,A/dairycow/USA/24_031155-001/2024,7/2/24,390,V7,B
EPI_ISL_19593902,A/dairycow/USA/24_033204-001/2024,7/2/24,390,V7,B
EPI_ISL_19593879,A/dairycow/USA/24_029181-001/2024,7/2/24,390,V7,B
EPI_ISL_19593827,A/dairycow/USA/24_033206-001/2024,7/2/24,390,V7,B
EPI_ISL_19387791,A/dairycow/California/024712-001/2024,8/26/24,390,V7,B
EPI_ISL_19387789,A/dairycow/California/024712-003/2024,8/26/24,390,V7,B
EPI_ISL_19444957,A/dairycow/California/025748-002/2024,9/2/24,390,V7,B
EPI_ISL_19444920,A/dairycow/California/025748-003/2024,9/2/24,390,V7,B
EPI_ISL_19444959,A/dairycow/California/025747-002/2024,9/3/24,390,V7,B
EPI_ISL_19444929,A/dairycow/California/025747-001/2024,9/3/24,390,V7,B
EPI_ISL_19444928,A/dairycow/California/025747-003/2024,9/3/24,390,V7,B
EPI_ISL_19444927,A/dairycow/California/025747-004/2024,9/3/24,390,V7,B
EPI_ISL_19444926,A/dairycow/California/025747-005/2024,9/3/24,390,V7,B
EPI_ISL_19444924,A/dairycow/California/025747-006/2024,9/3/24,390,V7,B
EPI_ISL_19444923,A/dairycow/California/025747-007/2024,9/3/24,390,V7,B
EPI_ISL_19444922,A/dairycow/California/025747-008/2024,9/3/24,390,V7,B
EPI_ISL_19444961,A/dairycow/California/24_025746-002/2024,9/4/24,390,V7,B
EPI_ISL_19444930,A/dairycow/California/24_025746-004/2024,9/4/24,390,V7,B
EPI_ISL_19677343,A/dairycow/California/24_025992-002/2024,9/6/24,390,V7,B
EPI_ISL_19678900,A/dairycow/California/24-025996-001-R2/2024,9/6/24,390,V7,B
EPI_ISL_19678899,A/dairycow/California/24-025996-002-R2/2024,9/6/24,390,V7,B
EPI_ISL_19444897,A/dairycow/California/026560-004/2024,9/9/24,390,V7,B
EPI_ISL_19677345,A/dairycow/California/24_027097-001/2024,9/10/24,390,V7,B
EPI_ISL_19677340,A/dairycow/California/24_027097-002/2024,9/10/24,390,V7,B
EPI_ISL_19677338,A/dairycow/California/24_027097-003/2024,9/10/24,390,V7,B
EPI_ISL_19469198,A/dairycow/USA/24_027459-001/2024,9/16/24,390,V7,B
EPI_ISL_19469197,A/dairycow/California/027472-001/2024,9/16/24,390,V7,B
EPI_ISL_19488412,A/dairycow/California/24_027459-002/2024,9/16/24,390,V7,B
EPI_ISL_19594063,A/dairycow/California/24_027459-002-R2/2024,9/16/24,390,V7,B
EPI_ISL_19469196,A/dairycow/California/027494-001/2024,9/17/24,390,V7,B
EPI_ISL_19473382,A/dairycow/California/027652-001/2024,9/17/24,390,V7,B
EPI_ISL_19578841,A/dairycow/California/24_027502-001-R2/2024,9/17/24,390,V7,B
EPI_ISL_19488405,A/dairycow/California/028489-002/2024,9/17/24,390,V7,B
EPI_ISL_19488403,A/dairycow/California/028489-003/2024,9/17/24,390,V7,B
EPI_ISL_19488398,A/dairycow/California/028489-004/2024,9/17/24,390,V7,B
EPI_ISL_19488395,A/dairycow/California/028489-006/2024,9/17/24,390,V7,B
EPI_ISL_19488376,A/dairycow/California/028489-009/2024,9/17/24,390,V7,B
EPI_ISL_19488372,A/dairycow/California/028489-010/2024,9/17/24,390,V7,B
EPI_ISL_19488010,A/dairycow/California/028489-005/2024,9/17/24,390,V7,B
EPI_ISL_19473416,A/dairycow/California/027656-001/2024,9/18/24,390,V7,B
EPI_ISL_19473395,A/dairycow/California/027660-001/2024,9/18/24,390,V7,B
EPI_ISL_19677335,A/dairycow/California/24_027651-001/2024,9/18/24,390,V7,B
EPI_ISL_19677334,A/dairycow/California/24_027655-001/2024,9/18/24,390,V7,B
EPI_ISL_19677333,A/dairycow/California/24_027658-001/2024,9/18/24,390,V7,B
EPI_ISL_19488103,A/dairycow/California/028516-002/2024,9/18/24,390,V7,B
EPI_ISL_19473391,A/dairycow/California/027805-002/2024,9/19/24,390,V7,B
EPI_ISL_19473412,A/dairycow/California/027805-001/2024,9/19/24,390,V7,B
EPI_ISL_19473411,A/dairycow/California/027805-003/2024,9/19/24,390,V7,B
EPI_ISL_19488123,A/dairycow/California/028506-001/2024,9/19/24,390,V7,B
EPI_ISL_19488342,A/dairycow/California/028495-001/2024,9/23/24,390,V7,B
EPI_ISL_19488204,A/dairycow/California/028502-001/2024,9/23/24,390,V7,B
EPI_ISL_19488009,A/dairycow/California/028494-001/2024,9/24/24,390,V7,B
EPI_ISL_19488109,A/dairycow/California/028516-001/2024,9/25/24,390,V7,B
EPI_ISL_19488099,A/dairycow/California/028516-003/2024,9/25/24,390,V7,B
EPI_ISL_19488083,A/dairycow/California/028536-001/2024,9/26/24,390,V7,B
EPI_ISL_19488082,A/dairycow/USA/24_028538-001/2024,9/26/24,390,V7,B
EPI_ISL_19488078,A/dairycow/California/028536-002/2024,9/26/24,390,V7,B
EPI_ISL_19488076,A/dairycow/USA/24_028538-002/2024,9/26/24,390,V7,B
EPI_ISL_19488074,A/dairycow/California/028536-003/2024,9/26/24,390,V7,B
EPI_ISL_19488071,A/dairycow/USA/24_028538-003/2024,9/26/24,390,V7,B
EPI_ISL_19488007,A/dairycow/California/028537-001/2024,9/26/24,390,V7,B
EPI_ISL_19506057,A/dairycow/California/029904-001/2024,9/29/24,390,V7,B
EPI_ISL_19488052,A/dairycow/California/028757-004/2024,9/29/24,390,V7,B
EPI_ISL_19488026,A/dairycow/California/028771-001/2024,9/30/24,390,V7,B
EPI_ISL_19506070,A/dairycow/California/029185-001/2024,10/1/24,390,V7,B
EPI_ISL_19488040,A/dairycow/California/028759-001/2024,10/1/24,390,V7,B
EPI_ISL_19488039,A/dairycow/California/028759-002/2024,10/1/24,390,V7,B
EPI_ISL_19488038,A/dairycow/California/028759-003/2024,10/1/24,390,V7,B
EPI_ISL_19463618,A/California/135/2024,10/1/24,390,V7,B
EPI_ISL_19506071,A/dairycow/California/029179-002/2024,10/2/24,390,V7,B
EPI_ISL_19677331,A/dairycow/California/24_029177-001-R2/2024,10/2/24,390,V7,B
EPI_ISL_19677328,A/dairycow/California/24_029181-001-R2/2024,10/2/24,390,V7,B
EPI_ISL_19506081,A/dairycow/USA/24_029379-002/2024,10/3/24,390,V7,B
EPI_ISL_19506065,A/dairycow/USA/24_029379-001/2024,10/3/24,390,V7,B
EPI_ISL_19506064,A/dairycow/USA/24_029379-003/2024,10/3/24,390,V7,B
EPI_ISL_19677329,A/dairycow/California/24_030026-001-R2/2024,10/7/24,390,V7,B
EPI_ISL_19481949,A/California/149/2024,10/7/24,390,V7,B
EPI_ISL_19506080,A/dairycow/USA/24_029891-001/2024,10/8/24,390,V7,B
EPI_ISL_19506077,A/dairycow/California/029899-001/2024,10/8/24,390,V7,B
EPI_ISL_19506058,A/dairycow/California/029900-001/2024,10/8/24,390,V7,B
EPI_ISL_19672092,A/dairycow/California/030027-001/2024,10/8/24,390,V7,B
EPI_ISL_19521263,A/dairycow/California/029613-001/2024,10/8/24,390,V7,B
EPI_ISL_19497980,A/California/153/2024,10/9/24,390,V7,B
EPI_ISL_19532241,A/dairycow/USA/24_030318-003/2024,10/10/24,390,V7,B
EPI_ISL_19532157,A/dairycow/California/031310-001/2024,10/14/24,390,V7,B
EPI_ISL_19532156,A/dairycow/California/031310-002/2024,10/14/24,390,V7,B
EPI_ISL_19532151,A/dairycow/California/031313-004/2024,10/14/24,390,V7,B
EPI_ISL_19677330,A/dairycow/California/24_031155-001-R2/2024,10/14/24,390,V7,B
EPI_ISL_19594029,A/dairycow/USA/24_033838-002/2024,10/14/24,390,V7,B
EPI_ISL_19594027,A/dairycow/USA/24_033838-001/2024,10/14/24,390,V7,B
EPI_ISL_19532210,A/dairycow/California/031322-001/2024,10/15/24,390,V7,B
EPI_ISL_19512043,A/California/155/2024,10/16/24,390,V7,B
EPI_ISL_19532230,A/dairycow/California/030737-001/2024,10/17/24,390,V7,B
EPI_ISL_19532229,A/dairycow/California/030737-002/2024,10/17/24,390,V7,B
EPI_ISL_19532171,A/dairycow/California/031278-001/2024,10/18/24,390,V7,B
EPI_ISL_19532170,A/dairycow/California/031278-002/2024,10/18/24,390,V7,B
EPI_ISL_19512044,A/California/168/2024,10/18/24,390,V7,B
EPI_ISL_19532194,A/dairycow/California/031619-001/2024,10/21/24,390,V7,B
EPI_ISL_19548668,A/dairycow/California/032036-002/2024,10/21/24,390,V7,B
EPI_ISL_19548629,A/dairycow/California/031619-006/2024,10/21/24,390,V7,B
EPI_ISL_19548628,A/dairycow/California/031619-007/2024,10/21/24,390,V7,B
EPI_ISL_19548627,A/dairycow/California/031619-009/2024,10/21/24,390,V7,B
EPI_ISL_19532148,A/chicken/USA/24-031863-001/2024,10/23/24,390,V7,B
EPI_ISL_19531296,A/California/173/2024,10/24/24,390,V7,B
EPI_ISL_19531294,A/California/171/2024,10/25/24,390,V7,B
EPI_ISL_19532190,A/chicken/USA/24-031666-001/2024,10/25/24,390,V7,B
EPI_ISL_19532188,A/chicken/USA/24-031666-002/2024,10/25/24,390,V7,B
EPI_ISL_19548829,A/chicken/California/031666-018/2024,10/25/24,390,V7,B
EPI_ISL_19548828,A/chicken/California/031666-019/2024,10/25/24,390,V7,B
EPI_ISL_19548826,A/chicken/California/031666-021/2024,10/25/24,390,V7,B
EPI_ISL_19548822,A/chicken/California/031666-025/2024,10/25/24,390,V7,B
EPI_ISL_19548821,A/chicken/California/031666-026/2024,10/25/24,390,V7,B
EPI_ISL_19548819,A/chicken/California/031666-027/2024,10/25/24,390,V7,B
EPI_ISL_19548818,A/chicken/California/031666-028/2024,10/25/24,390,V7,B
EPI_ISL_19548817,A/chicken/California/031666-029/2024,10/25/24,390,V7,B
EPI_ISL_19548816,A/chicken/California/031666-030/2024,10/25/24,390,V7,B
EPI_ISL_19548815,A/chicken/California/031666-031/2024,10/25/24,390,V7,B
EPI_ISL_19548814,A/chicken/California/031666-032/2024,10/25/24,390,V7,B
EPI_ISL_19548690,A/chicken/California/031666-007/2024,10/25/24,390,V7,B
EPI_ISL_19548689,A/chicken/California/031666-008/2024,10/25/24,390,V7,B
EPI_ISL_19548688,A/chicken/California/031666-009/2024,10/25/24,390,V7,B
EPI_ISL_19548687,A/chicken/California/031666-010/2024,10/25/24,390,V7,B
EPI_ISL_19548685,A/chicken/California/031666-012/2024,10/25/24,390,V7,B
EPI_ISL_19548684,A/chicken/California/031666-013/2024,10/25/24,390,V7,B
EPI_ISL_19548683,A/chicken/California/031666-014/2024,10/25/24,390,V7,B
EPI_ISL_19589608,A/dairycow/USA/24_032671-003/2024,10/25/24,390,V7,B
EPI_ISL_19548810,A/chicken/California/031862-004/2024,10/27/24,390,V7,B
EPI_ISL_19548808,A/chicken/California/031862-005/2024,10/27/24,390,V7,B
EPI_ISL_19548807,A/chicken/California/031862-006/2024,10/27/24,390,V7,B
EPI_ISL_19548805,A/chicken/California/031862-009/2024,10/27/24,390,V7,B
EPI_ISL_19589610,A/dairycow/California/032658-002/2024,10/28/24,390,V7,B
EPI_ISL_19589609,A/dairycow/California/032668-001/2024,10/28/24,390,V7,B
EPI_ISL_19589606,A/dairycow/California/032675-001/2024,10/28/24,390,V7,B
EPI_ISL_19593783,A/dairycow/California/033209-002/2024,10/28/24,390,V7,B
EPI_ISL_19593712,A/dairycow/California/033217-001/2024,10/28/24,390,V7,B
EPI_ISL_19593703,A/dairycow/California/033217-003/2024,10/28/24,390,V7,B
EPI_ISL_19589472,A/dairycow/California/032635-002/2024,10/29/24,390,V7,B
EPI_ISL_19589617,A/dairycow/California/032644-002/2024,10/29/24,390,V7,B
EPI_ISL_19589508,A/dairycow/California/032620-001/2024,10/29/24,390,V7,B
EPI_ISL_19589507,A/dairycow/California/032620-002/2024,10/29/24,390,V7,B
EPI_ISL_19589506,A/dairycow/California/032621-002/2024,10/29/24,390,V7,B
EPI_ISL_19589491,A/dairycow/California/032626-001/2024,10/29/24,390,V7,B
EPI_ISL_19589490,A/dairycow/California/032627-001/2024,10/29/24,390,V7,B
EPI_ISL_19589473,A/dairycow/California/032635-001/2024,10/29/24,390,V7,B
EPI_ISL_19594040,A/chicken/California/033699-001/2024,10/30/24,390,V7,B
EPI_ISL_19594039,A/chicken/California/033699-002/2024,10/30/24,390,V7,B
EPI_ISL_19594049,A/dairycow/California/033689-001/2024,10/30/24,390,V7,B
EPI_ISL_19593921,A/dairycow/California/033854-001/2024,11/2/24,390,V7,B
EPI_ISL_19594024,A/dairycow/California/033856-003/2024,11/4/24,390,V7,B
EPI_ISL_19594023,A/dairycow/California/033856-002/2024,11/4/24,390,V7,B
EPI_ISL_19593692,A/dairycow/California/034197-001/2024,11/4/24,390,V7,B
EPI_ISL_19593925,A/dairycow/California/033856-001/2024,11/4/24,390,V7,B
EPI_ISL_19786006,A/dairycow/California/25_003262-003/2024,11/5/24,390,V7,B
EPI_ISL_19786005,A/dairycow/California/25_003262-002/2024,11/5/24,390,V7,B
EPI_ISL_19786003,A/dairycow/California/25_003262-001/2024,11/5/24,390,V7,B
EPI_ISL_19593685,A/dairycow/California/034202-001/2024,11/6/24,390,V7,B
EPI_ISL_19594048,A/turkey/California/033691-002/2024,11/11/24,390,V7,B
EPI_ISL_19593891,A/dairycow/USA/24_034267-001/2024,11/11/24,390,V7,B
EPI_ISL_19593798,A/dairycow/California/033998-002/2024,11/11/24,390,V7,B
EPI_ISL_19593702,A/dairycow/California/034025-002/2024,11/12/24,390,V7,B
EPI_ISL_19650198,A/chicken/California/24-034727-002-R/2024,11/13/24,390,V7,B
EPI_ISL_19593678,A/dairycow/USA/24_034951-001/2024,11/18/24,390,V7,B
EPI_ISL_19652925,A/dairycow/California/035262-002/2024,11/19/24,390,V7,B
EPI_ISL_19652850,A/dairycow/California/035262-001/2024,11/19/24,390,V7,B
EPI_ISL_19652770,A/dairycow/California/034968-001/2024,11/21/24,390,V7,B
EPI_ISL_19616453,A/California/194/2024,11/22/24,390,V7,B
EPI_ISL_19786002,A/westerngull/California/24-035901-001-R2/2024,11/24/24,390,V7,B
EPI_ISL_19786001,A/westerngull/California/24-035903-001-R2/2024,11/25/24,390,V7,B
EPI_ISL_19636657,A/dairycow/California/036640-002/2024,11/27/24,390,V7,B
EPI_ISL_19636655,A/dairycow/California/036640-003/2024,11/27/24,390,V7,B
EPI_ISL_19636530,A/dairycow/California/036640-001/2024,11/27/24,390,V7,B
EPI_ISL_19689839,A/dairycow/California/035630-002/2024,11/27/24,390,V7,B
EPI_ISL_19689836,A/dairycow/California/035630-003/2024,11/27/24,390,V7,B
EPI_ISL_19689826,A/dairycow/California/035630-005/2024,11/27/24,390,V7,B
EPI_ISL_19689792,A/dairycow/California/035630-004/2024,11/27/24,390,V7,B
EPI_ISL_19689788,A/dairycow/California/035630-006/2024,11/27/24,390,V7,B
EPI_ISL_19689762,A/dairycow/California/035630-001/2024,11/27/24,390,V7,B
EPI_ISL_19689736,A/dairycow/California/035630-007/2024,11/27/24,390,V7,B
EPI_ISL_19634928,A/tiger/California/036321-001/2024,11/30/24,390,V7,B
EPI_ISL_19689828,A/tiger/California/036321-002/2024,11/30/24,390,V7,B
EPI_ISL_19635099,A/dairycow/California/036561-001/2024,12/3/24,390,V7,B
EPI_ISL_19635227,A/cat/California/036311-001/2024,12/4/24,390,V7,B
EPI_ISL_19635075,A/dairycow/California/036571-002/2024,12/5/24,390,V7,B
EPI_ISL_19635074,A/dairycow/California/036572-001/2024,12/5/24,390,V7,B
EPI_ISL_19636654,A/chicken/California/036644-001/2024,12/5/24,390,V7,B
EPI_ISL_19636653,A/chicken/California/036644-003/2024,12/5/24,390,V7,B
EPI_ISL_19636652,A/chicken/California/036644-012/2024,12/5/24,390,V7,B
EPI_ISL_19689847,A/WesternGull/California/036781-001/2024,12/5/24,390,V7,B
EPI_ISL_19635187,A/chicken/California/036832-002/2024,12/6/24,390,V7,B
EPI_ISL_19645107,A/dairycow/California/037031-003/2024,12/9/24,390,V7,B
EPI_ISL_19661062,A/cat/California/038392-001/2024,12/10/24,390,V7,B
EPI_ISL_19635235,A/cat/California/037237-001/2024,12/10/24,390,V7,B
EPI_ISL_19635226,A/cat/California/037232-001/2024,12/10/24,390,V7,B
EPI_ISL_19635225,A/cat/California/037233-001/2024,12/10/24,390,V7,B
EPI_ISL_19635224,A/cat/California/037236-001/2024,12/10/24,390,V7,B
EPI_ISL_19689853,A/mountainlion/Nevada/038822-001/2024,12/10/24,390,V7,B
EPI_ISL_19645038,A/cat/California/037985-002/2024,12/12/24,390,V7,B
EPI_ISL_19645035,A/cat/California/037985-008/2024,12/12/24,390,V7,B
